.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,d0,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b0,,,,,,,,,,a0,a0,,,,,,,,a0,,,,,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,,,,,,,,,,,,,,h0,,,,,,,,,,,,,,c,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,d0,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,a1,,,,a1,,,,a1,,,,a1,,,,a1,,,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,,,,,,,,,,,,,,h0,,,,,,,,,,,,,,c,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,d0,,,,,d0,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,b1,,,,,,,,,,,,a2,a2,,,,a2,a2,,,,a2,a2,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,,,,,,,,,,,,,,h0,,,,,,,,,,,,,,c,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,d0,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,b0,,,,,,,,a0,a0,,,,,,,,a0,,,,,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,,,,,,,,,,,,,,h0,,,,,,,,,,,,,,c,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,d0,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,b0,,,,,,,,a0,a0,,,,,,,,a0,,,,,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1,,,,,,,,,,,,,,h0,,,,,,,,,,,,,,c,
