.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,
.,,,b1,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,
.,,,b1,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,,,,,,,,,,,,,,,,,,,,,,,,,
.,,b1,,,,,,,,,,,d1,,d1,,d1,,d1,,b1,,,,,,d1,d1,
f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
