1,6000,60
2,6000,60
3,6000,60
4,6000,60
5,6000,60
6,5500,55
7,5500,55
8,5500,55
9,5500,55
10,5500,55
11,5000,50
12,5000,50
13,5000,50
14,5000,50
15,5000,50
16,4500,45
17,4500,45
18,4500,45
19,4500,45
20,4000,40
21,4000,40
22,4000,40
23,4000,40
24,4000,40
25,3500,35
26,3500,35
27,3500,35
28,3500,35
29,3500,35
30,3500,35
31,3000,30
32,3000,30
33,3000,30
34,3000,30
35,3000,30
36,2500,25
37,2500,25
38,2500,25
39,2500,25
40,2500,25
41,2000,20
42,2000,20
43,2000,20
44,2000,20
45,2000,20
46,1500,15
47,1500,15
48,1500,15
49,1500,15
50,1500,15
